author,title,study_type,study_duration,season,study_years,location,parameter_name,parameter_origin,parameter_unit,sample_size,parameter_lifestage,parameter_value,informationCategory,submechanism,type,name
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,hours,summer,1982,South Shetland Islands,time to development of gastrula,embryo development experiments,hours,NA,egg,52,"parameter, validation","egg and larval
 development",function,growth
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,hours,summer,1982,South Shetland Islands,time to development of limb bud,embryo development experiments,hours,NA,egg,102,"parameter, validation","egg and larval
 development",function,growth
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,hours,summer,1982,South Shetland Islands,time to embryo twitching or hatching,embryo development experiments,hours,NA,egg,133,"parameter, validation","egg and larval
 development",function,growth
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo sinking rate,sinking rate experiments,m day-1,NA,egg,172,"parameter, validation","egg and larval
 development",function,sinking
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo sinking rate,sinking rate experiments,m day-1,NA,egg,175,"parameter, validation","egg and larval
 development",function,sinking
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo sinking rate (gastrula and early limb bud stages),sinking rate experiments,m day-1,NA,egg,51,"parameter, validation","egg and larval
 development",function,sinking
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo sinking rate (limb bud stage),sinking rate experiments,m day-1,NA,egg,150,"parameter, validation","egg and larval
 development",function,sinking
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo diameter (single cell),embryo development experiments,µm,3,egg,629.7,"parameter, validation","egg and larval
 development",state_var,embryo_diameter
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo diameter (multiple cell),embryo development experiments,µm,1,egg,612.5,"parameter, validation","egg and larval
 development",state_var,embryo_diameter
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo diameter (early gastrula),embryo development experiments,µm,3,egg,633.7,"parameter, validation","egg and larval
 development",state_var,embryo_diameter
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo diameter (gastrula),embryo development experiments,µm,3,egg,644,"parameter, validation","egg and larval
 development",state_var,embryo_diameter
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo diameter (early limb bud),embryo development experiments,µm,2,egg,629.5,"parameter, validation","egg and larval
 development",state_var,embryo_diameter
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo diameter (limb bud),embryo development experiments,µm,4,egg,633.5,"parameter, validation","egg and larval
 development",state_var,embryo_diameter
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo diameter (late limb bud),embryo development experiments,µm,3,egg,660.2,"parameter, validation","egg and larval
 development",state_var,embryo_diameter
Quetin and Ross (1984),"Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",observation,days,summer,1982,South Shetland Islands,embryo diameter (twitching stage),embryo development experiments,µm,2,egg,659,"parameter, validation","egg and larval
 development",state_var,embryo_diameter
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,wet weight (nauplius),measurement,µg,NA,larvae,128,validation,"egg and larval
 development",state_var,tissues
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,wet weight (calyptopus 1),measurement,µg,NA,larvae,276,validation,"egg and larval
 development",state_var,tissues
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,slope - metabolic rate (Vo2) with age (embryos),correlation,NA,NA,egg,0.533,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,intercept - metabolic rate (Vo2) with age (embryos),correlation,NA,NA,egg,0.699,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,slope - metabolic rate (Vo2) with age (larvae),correlation,NA,NA,larvae,0.841,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,intercept - metabolic rate (Vo2) with age (larvae),correlation,NA,NA,larvae,4.932,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,slope - metabolic rate (Vo2) with age (larvae at -1˚C),correlation,NA,NA,larvae,0.265,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,slope - metabolic rate (Vo2) with age (larvae at -1˚C),correlation,NA,NA,larvae,0.265,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,intercept - metabolic rate (Vo2) with age (larvae at -1˚C),correlation,NA,NA,larvae,5.129,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,intercept - metabolic rate (Vo2) with age (larvae at -1˚C),correlation,NA,NA,larvae,5.129,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,slope - metabolic rate (Vo2) with age (larvae at 0˚C),correlation,NA,NA,larvae,0.924,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,slope - metabolic rate (Vo2) with age (larvae at 0˚C),correlation,NA,NA,larvae,0.924,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,intercept - metabolic rate (Vo2) with age (larvae at 0˚C),correlation,NA,NA,larvae,3.866,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,intercept - metabolic rate (Vo2) with age (larvae at 0˚C),correlation,NA,NA,larvae,3.866,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,slope - metabolic rate (Vo2) with age (larvae at 2˚C),correlation,NA,NA,larvae,0.791,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,slope - metabolic rate (Vo2) with age (larvae at 2˚C),correlation,NA,NA,larvae,0.791,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,intercept - metabolic rate (Vo2) with age (larvae at 2˚C),correlation,NA,NA,larvae,6.493,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,intercept - metabolic rate (Vo2) with age (larvae at 2˚C),correlation,NA,NA,larvae,6.493,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of nauplius I (NI) at 0˚C,measurement,nL O2 ind-1 h-1,8,larvae,9.8,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of nauplius I (NI) at 2˚C,measurement,nL O2 ind-1 h-1,3,larvae,10.2,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of nauplius II (NII) at -1˚C,measurement,nL O2 ind-1 h-1,6,larvae,9.08,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of nauplius II (NII) at 0˚C,measurement,nL O2 ind-1 h-1,9,larvae,13.63,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of nauplius II (NII) at 2˚C,measurement,nL O2 ind-1 h-1,3,larvae,14.07,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of metnauplius (MN) at -1˚C,measurement,nL O2 ind-1 h-1,5,larvae,11.72,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of metnauplius (MN) at 0˚C,measurement,nL O2 ind-1 h-1,9,larvae,22.62,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of metnauplius (MN) at 2˚C,measurement,nL O2 ind-1 h-1,7,larvae,21.16,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of calyptopus I (CI) at -1˚C,measurement,nL O2 ind-1 h-1,5,larvae,17.7,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of calyptopus I (CI) at 0˚C,measurement,nL O2 ind-1 h-1,8,larvae,31.6,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,metabolic rate (Vo2) of calyptopus I (CI) at 2˚C,measurement,nL O2 ind-1 h-1,10,larvae,25.4,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,weight-specific metabolic rate of NI at 0˚C,measurement,µL O2 µg wet weight-1 h-1,NA,larvae,80.5,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,weight-specific metabolic rate of NI at 2˚C,measurement,µL O2 µg wet weight-1 h-1,NA,larvae,85.5,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,weight-specific metabolic rate of NII at 0˚C,measurement,µL O2 µg wet weight-1 h-1,NA,larvae,114.7,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,weight-specific metabolic rate of NII at 2˚C,measurement,µL O2 µg wet weight-1 h-1,NA,larvae,117.9,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,weight-specific metabolic rate of MN at 0˚C,measurement,µL O2 µg wet weight-1 h-1,NA,larvae,151.5,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,weight-specific metabolic rate of MN at 2˚C,measurement,µL O2 µg wet weight-1 h-1,NA,larvae,155.3,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,weight-specific metabolic rate of CI at 0˚C,measurement,µL O2 µg wet weight-1 h-1,NA,larvae,119.3,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,weight-specific metabolic rate of CI at 2˚C,measurement,µL O2 µg wet weight-1 h-1,NA,larvae,96.4,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,slope - metabolic rate (Vo2) with age of larvae in days,least squares linear regression,nL O2 ind-1 h-1 for early larvae at temperatures between 0 and 2˚C,57,larvae,0.887,parameter,"egg and larval
 development",function,maintenance _respiration
Quetin and Ross (1989),"Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",observation,hours,summer,1982-1985,Antarctic Peninsula,intercept - metabolic rate (Vo2) with age of larvae in days,least squares linear regression,nL O2 ind-1 h-1 for early larvae at temperatures between 0 and 2˚C,57,larvae,4.589,parameter,"egg and larval
 development",function,maintenance _respiration
George and Strömberg (1985),development of eggs of antarctic krill euphausia superba in relation to pressure,observation,days,summer,1982-1983,Bransfield Strait,sinking rate of eggs/embryos under varying hydrostatic pressure,measurement,m per 24 h,140,egg,48-183,"parameter, validation","egg and larval
 development",function,sinking
George and Strömberg (1985),development of eggs of antarctic krill euphausia superba in relation to pressure,observation,days,summer,1982-1983,Bransfield Strait,time to reach embryological stages at 2 ˚C under varying hydrostatic pressure,measurement,hours,NA,egg,2-117,parameter,"egg and larval
 development",function,growth
George and Strömberg (1985),development of eggs of antarctic krill euphausia superba in relation to pressure,observation,days,summer,1982-1983,Bransfield Strait,time to reach embryological stages at 2 ˚C under varying hydrostatic pressure,measurement,hours,NA,egg,2-117,parameter,"egg and larval
 development",function,growth
George and Strömberg (1985),development of eggs of antarctic krill euphausia superba in relation to pressure,observation,days,summer,1982-1983,Bransfield Strait,time to reach embryological stages at 2 ˚C under varying hydrostatic pressure,measurement,hours,NA,egg,2-117,parameter,"egg and larval
 development",function,growth
Yoshida et al (2004),effect of temperature on embryo development time and hatching success of the antarctic krill euphausia superba dana in the laboratory,hybrid,days,summer,1999-2000,Indian sector,Embryo development time: exponential model for -2.1 to 2.4 ˚C,best fit equations,days,750,egg,NA,parameter,"egg and larval
 development",function,growth
Yoshida et al (2004),effect of temperature on embryo development time and hatching success of the antarctic krill euphausia superba dana in the laboratory,hybrid,days,summer,1999-2000,Indian sector,Embryo development time: exponential model for -2.1 to 2.4 ˚C,best fit equations,days,750,egg,NA,parameter,"egg and larval
 development",function,growth
Yoshida et al (2004),effect of temperature on embryo development time and hatching success of the antarctic krill euphausia superba dana in the laboratory,hybrid,days,summer,1999-2000,Indian sector,Embryo development time: Belehradek's equation for -2.1 to 2.4 ˚C,best fit equations,days,750,egg,NA,parameter,"egg and larval
 development",function,growth
Yoshida et al (2004),effect of temperature on embryo development time and hatching success of the antarctic krill euphausia superba dana in the laboratory,hybrid,days,summer,1999-2000,Indian sector,Embryo development time: Belehradek's equation for -2.1 to 2.4 ˚C,best fit equations,days,750,egg,NA,parameter,"egg and larval
 development",function,growth
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",total lipid,"biochemical analysis, General linear model multiple range test",mean % of gram DW,8,egg,31.3,parameter,"egg and larval
 development",state_var,reserves
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",total protein,"biochemical analysis, General linear model multiple range test",mean % of gram DW,6,egg,57.4,parameter,"egg and larval
 development",state_var,reserves
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",total carbohydrate,"biochemical analysis, General linear model multiple range test",mean % of gram DW,11,egg,0.98,parameter,"egg and larval
 development",state_var,reserves
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",total lipid,"biochemical analysis, General linear model multiple range test",mean % of gram DW,8,larvae,28.4,"parameter, validation","egg and larval
 development",state_var,tissues
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",total protein,"biochemical analysis, General linear model multiple range test",mean % of gram DW,6,larvae,54.5,"parameter, validation","egg and larval
 development",state_var,tissues
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",total carbohydrate,"biochemical analysis, General linear model multiple range test",mean % of gram DW,12,larvae,0.86,"parameter, validation","egg and larval
 development",state_var,tissues
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",lipid dry weight,"biochemical analysis, General linear model multiple range test",micrograms,1,egg,9.38,parameter,"egg and larval
 development",state_var,reserves
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",protein dry weight,"biochemical analysis, General linear model multiple range test",micrograms,1,egg,17.23,parameter,"egg and larval
 development",state_var,reserves
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",carbohydrate dry weight,"biochemical analysis, General linear model multiple range test",micrograms,1,egg,0.29,parameter,"egg and larval
 development",state_var,reserves
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",lipid dry weight,"biochemical analysis, General linear model multiple range test",micrograms,1,larvae,7.67,"parameter, validation","egg and larval
 development",state_var,tissues
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",protein dry weight,"biochemical analysis, General linear model multiple range test",micrograms,1,larvae,14.72,"parameter, validation","egg and larval
 development",state_var,tissues
Amsler & George (1984),changes in the biochemical composition of euphausia superba dana embryos during early development,hybrid,hours,autumn,1981-1982,"Drake passage, Bransfield Strait, Bismarck Strait",carbohydrate dry weight,"biochemical analysis, General linear model multiple range test",micrograms,1,larvae,0.23,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al. (2002),"seasonal differences in citrate synthase and digestive enzyme activity in larval and postlarval antarctic krill, euphausia superba",observation,months,summer,2000,Lazarev Sea,Dry mass,Net sampling,mg,287,larvae,0.21,parameter,"egg and larval
 development",state_var,tissues
Meyer et al. (2002),"seasonal differences in citrate synthase and digestive enzyme activity in larval and postlarval antarctic krill, euphausia superba",observation,months,summer,2000,Lazarev Sea,Dry mass,Net sampling,mg,201,larvae,0.34,parameter,"egg and larval
 development",state_var,tissues
Meyer et al. (2002),"seasonal differences in citrate synthase and digestive enzyme activity in larval and postlarval antarctic krill, euphausia superba",observation,months,autumn,1999,Lazarev Sea,Dry mass,Net sampling,mg,61,larvae,0.38,parameter,"egg and larval
 development",state_var,tissues
Meyer et al. (2002),"seasonal differences in citrate synthase and digestive enzyme activity in larval and postlarval antarctic krill, euphausia superba",observation,months,summer,2000,Lazarev Sea,Respiration carbon loss,Net sampling,% body C d-1,10,larvae,2.7,parameter,"egg and larval
 development",function,maintenance _respiration
Meyer et al. (2002),"seasonal differences in citrate synthase and digestive enzyme activity in larval and postlarval antarctic krill, euphausia superba",observation,months,summer,2000,Lazarev Sea,Respiration carbon loss,Net sampling,% body C d-2,11,larvae,2.8,parameter,"egg and larval
 development",function,maintenance _respiration
Meyer et al. (2002),"seasonal differences in citrate synthase and digestive enzyme activity in larval and postlarval antarctic krill, euphausia superba",observation,months,autumn,1999,Lazarev Sea,Respiration carbon loss,Net sampling,% body C d-4,16,larvae,2.6,parameter,"egg and larval
 development",function,maintenance _respiration
Meyer et al. (2002),"seasonal differences in citrate synthase and digestive enzyme activity in larval and postlarval antarctic krill, euphausia superba",observation,months,summer,2000,Lazarev Sea,Respiration rate,Net sampling,uL O2 mg-1 DM h-1,10,larvae,0.72,parameter,"egg and larval
 development",function,maintenance _respiration
Meyer et al. (2002),"seasonal differences in citrate synthase and digestive enzyme activity in larval and postlarval antarctic krill, euphausia superba",observation,months,summer,2000,Lazarev Sea,Respiration rate,Net sampling,uL O2 mg-1 DM h-1,11,larvae,0.8,parameter,"egg and larval
 development",function,maintenance _respiration
Meyer et al. (2002),"seasonal differences in citrate synthase and digestive enzyme activity in larval and postlarval antarctic krill, euphausia superba",observation,months,autumn,1999,Lazarev Sea,Respiration rate,Net sampling,uL O2 mg-1 DM h-1,16,larvae,0.73,parameter,"egg and larval
 development",function,maintenance _respiration
Ryabov et al. (2017),competition-induced starvation drives large-scale population cycles in antarctic krill,hybrid,years,summer,1993-2013,Western Antarctic Peninsula,Egg size,observation,mm,NA,NA,0.6,parameter,"egg and larval
 development",state_var,embryo_diameter
Ryabov et al. (2017),competition-induced starvation drives large-scale population cycles in antarctic krill,hybrid,years,summer,1993-2013,Western Antarctic Peninsula,Egg dry weight,observation,mg,NA,NA,0.027,parameter,"egg and larval
 development",state_var,reserves
Ryabov et al. (2017),competition-induced starvation drives large-scale population cycles in antarctic krill,hybrid,years,summer,1993-2013,Western Antarctic Peninsula,Maintenance of larvae,observation,d-1,NA,NA,0.01,parameter,"egg and larval
 development",function,maintenance _respiration
Ryabov et al. (2017),competition-induced starvation drives large-scale population cycles in antarctic krill,hybrid,years,summer,1993-2013,Western Antarctic Peninsula,Egg size,observation,mm,NA,egg,0.6,parameter,"egg and larval
 development",state_var,embryo_diameter
Ryabov et al. (2017),competition-induced starvation drives large-scale population cycles in antarctic krill,hybrid,years,summer,1993-2013,Western Antarctic Peninsula,Egg dry weight,observation,mg,NA,egg,0.0277,parameter,"egg and larval
 development",state_var,reserves
Virtue et al. (2016),condition of larval (furcilia vi) and one year old juvenile euphausia superba during the winter–spring transition in east antarctica,observation,months,spring,2012,East Antarctica,mean growth rate,measurement,mm/day,35,larvae,0.0038,parameter,"egg and larval
 development",function,growth
Virtue et al. (2016),condition of larval (furcilia vi) and one year old juvenile euphausia superba during the winter–spring transition in east antarctica,observation,months,spring,2012,East Antarctica,intermoult period,measurement,days,35,larvae,14,parameter,"egg and larval
 development",function,maintenance _moulting
Virtue et al. (2016),condition of larval (furcilia vi) and one year old juvenile euphausia superba during the winter–spring transition in east antarctica,observation,months,spring,2012,East Antarctica,growth increment,measurement,%,35,larvae,4.3,parameter,"egg and larval
 development",function,growth
Virtue et al. (2016),condition of larval (furcilia vi) and one year old juvenile euphausia superba during the winter–spring transition in east antarctica,observation,months,spring,2012,East Antarctica,weight,measurement,mg,40,larvae,0.7-1.3,parameter,"egg and larval
 development",state_var,tissues
Virtue et al. (2016),condition of larval (furcilia vi) and one year old juvenile euphausia superba during the winter–spring transition in east antarctica,observation,months,spring,2012,East Antarctica,carbon,measurement,%,40,larvae,32.1-43.7,parameter,"egg and larval
 development",state_var,tissues
Virtue et al. (2016),condition of larval (furcilia vi) and one year old juvenile euphausia superba during the winter–spring transition in east antarctica,observation,months,spring,2012,East Antarctica,carbon:nitrogen ratio,measurement,NA,40,larvae,3.9-5.8,parameter,"egg and larval
 development",state_var,tissues
Virtue et al. (2016),condition of larval (furcilia vi) and one year old juvenile euphausia superba during the winter–spring transition in east antarctica,observation,months,spring,2012,East Antarctica,total lipid content,measurement,% dry weight,17,larvae,4-13,not assigned,"egg and larval
 development",state_var,tissues
Virtue et al. (2016),condition of larval (furcilia vi) and one year old juvenile euphausia superba during the winter–spring transition in east antarctica,observation,months,spring,2012,East Antarctica,protein content,measurement,% dry weight,12,larvae,33.4-45.8,not assigned,"egg and larval
 development",state_var,tissues
