author,title,study_type,study_duration,season,study_years,location,parameter_name,parameter_origin,parameter_unit,sample_size,parameter_lifestage,parameter_value,informationCategory,submechanism,type,name
"marin, vh; brinton, e; huntley (1991)","depth relationships of euphausia-superba eggs, larvae and adults near the antarctic peninsula, 1986-87",observation,months,summer,1986-1987,Antarctic Peninsula,vertical distribution,measurement,individual per 1000 m3,NA,from eggs to adults,NA,"parameter, validation","egg and larval
 development",state_var,vertical_position
"marschall h.-p., hirche h.-j. (1984)",development of eggs and nauplii of euphausia superba,observation,days,summer,1982,Bransfield Strait,egg hatching,observation,days,NA,egg to nauplius,5,"parameter, validation","egg and larval
 development",function,growth
"marschall h.-p., hirche h.-j. (1984)",development of eggs and nauplii of euphausia superba,observation,days,summer,1982,Bransfield Strait,moulting from nauplius to metanauplius,observation,days,NA,nauplius to metanauplius,13,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success,field experiment and quasibinomial GLM,%,14,adult,15,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success,laboratory experiment and quasibinomial GLM,%,6,adult,58,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success at 0 C,laboratory experiment and quasibinomial GLM,%,6,adult,73,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success at 0 C,laboratory experiment and quasibinomial GLM,%,6,adult,73,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success at 1 C,laboratory experiment and quasibinomial GLM,%,6,adult,77,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success at 1 C,laboratory experiment and quasibinomial GLM,%,6,adult,77,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success at 3 C,laboratory experiment and quasibinomial GLM,%,6,adult,67,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success at 3 C,laboratory experiment and quasibinomial GLM,%,6,adult,67,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success at 5 C,laboratory experiment and quasibinomial GLM,%,6,adult,31,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success at 5 C,laboratory experiment and quasibinomial GLM,%,6,adult,31,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success at 7 C,laboratory experiment and quasibinomial GLM,%,6,adult,5,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,mean hatching success at 7 C,laboratory experiment and quasibinomial GLM,%,6,adult,5,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Georgia,mean hatching success at 0.5 C,field experiment and quasibinomial GLM,%,14,adult,5.7,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Georgia,mean hatching success at 0.5 C,field experiment and quasibinomial GLM,%,14,adult,5.7,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Georgia,mean hatching success at 3 C,field experiment and quasibinomial GLM,%,14,adult,18,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Georgia,mean hatching success at 3 C,field experiment and quasibinomial GLM,%,14,adult,18,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Georgia,mean hatching success at 5 C,field experiment and quasibinomial GLM,%,14,adult,6.5,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Georgia,mean hatching success at 5 C,field experiment and quasibinomial GLM,%,14,adult,6.5,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Sandwich Islands,mean hatching success at 0.5 C,field experiment and quasibinomial GLM,%,14,adult,21,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Sandwich Islands,mean hatching success at 0.5 C,field experiment and quasibinomial GLM,%,14,adult,21,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Sandwich Islands,mean hatching success at 3 C,field experiment and quasibinomial GLM,%,14,adult,23,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Sandwich Islands,mean hatching success at 3 C,field experiment and quasibinomial GLM,%,14,adult,23,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Sandwich Islands,mean hatching success at 5 C,field experiment and quasibinomial GLM,%,14,adult,5.8,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,South Sandwich Islands,mean hatching success at 5 C,field experiment and quasibinomial GLM,%,14,adult,5.8,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,Percentages of malformed nauplii at 0.5 C,laboratory experiment and quasibinomial GLM,%,6,egg,16.29,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,Percentages of malformed nauplii at 0.5 C,laboratory experiment and quasibinomial GLM,%,6,egg,16.29,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,Percentages of malformed nauplii at 3 C,laboratory experiment and quasibinomial GLM,%,6,egg,21.61,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,Percentages of malformed nauplii at 3 C,laboratory experiment and quasibinomial GLM,%,6,egg,21.61,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,Percentages of malformed nauplii at 5 C,laboratory experiment and quasibinomial GLM,%,6,egg,6,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,Percentages of malformed nauplii at 5 C,laboratory experiment and quasibinomial GLM,%,6,egg,6,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,average percentage of entrapped nauplii at 0.5 C,field experiment and quasibinomial GLM,%,1000,egg,2,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,average percentage of entrapped nauplii at 0.5 C,field experiment and quasibinomial GLM,%,1000,egg,2,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,average percentage of entrapped nauplii at 3 C,field experiment and quasibinomial GLM,%,1000,egg,2,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,average percentage of entrapped nauplii at 3 C,field experiment and quasibinomial GLM,%,1000,egg,2,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,average percentage of entrapped nauplii at 5 C,field experiment and quasibinomial GLM,%,1000,egg,5,"parameter, validation","egg and larval
 development",function,growth
Perry et al. (2020),temperature-induced hatch failure and nauplii malformation in antarctic krill,observation,months,"summer, autumn",2019-2019,Scotia Sea,average percentage of entrapped nauplii at 5 C,field experiment and quasibinomial GLM,%,1000,egg,5,"parameter, validation","egg and larval
 development",function,growth
"tarling, ga; cuzin-roudy, j; thorpe, se; shreeve, rs; ward, p; murphy, ej (2007)",recruitment of antarctic krill euphausia superba in the south georgia region: adult fecundity and the fate of larvae,hybrid,months,summer,2003,South Georgia,daily growth rate krill,mechanistic model,mm d-1,NA,"larvae, juveniles, adults",0.03,"parameter, validation","egg and larval
 development",function,growth
"tarling, ga; cuzin-roudy, j; thorpe, se; shreeve, rs; ward, p; murphy, ej (2007)",recruitment of antarctic krill euphausia superba in the south georgia region: adult fecundity and the fate of larvae,hybrid,months,summer,2003,South Georgia,duration nauplius - calyptotes III,mechanistic model,days,NA,larvae,35,"parameter, validation","egg and larval
 development",function,growth
"tarling, ga; cuzin-roudy, j; thorpe, se; shreeve, rs; ward, p; murphy, ej (2007)",recruitment of antarctic krill euphausia superba in the south georgia region: adult fecundity and the fate of larvae,hybrid,months,summer,2003,South Georgia,duration furciliaI-furcilia VI,mechanistic model,days,NA,larvae,60,"parameter, validation","egg and larval
 development",function,growth
"tarling, ga; cuzin-roudy, j; thorpe, se; shreeve, rs; ward, p; murphy, ej (2007)",recruitment of antarctic krill euphausia superba in the south georgia region: adult fecundity and the fate of larvae,hybrid,months,summer,2003,South Georgia,average days between spawning episodes,mechanistic model,days,NA,adult,36,"parameter, validation","egg and larval
 development",function,growth
Fach et al (2008),biochemically based modeling study of antarctic krill euphausia superba growth and development,model,years,"spring, summer, autumn, winter",NA,Circumpolar,Maximum growth rate,literature review,mm d-1,NA,larvae,0.16,"parameter, validation","egg and larval
 development",function,growth
Meyer 2012,"the overwintering of antarctic krill, euphausia superba, from an ecophysiological perspective",observation,years,summer,1991-2003,Western Antarctic Peninsula,DW (mg):Length (mm),exponential regression (Y=aX^b),exponent,19,larvae,2.65,"parameter, validation","egg and larval
 development",function,growth
Meyer 2012,"the overwintering of antarctic krill, euphausia superba, from an ecophysiological perspective",observation,years,summer,1991-2003,Western Antarctic Peninsula,DW (mg):Length (mm),exponential regression (Y=aX^b),constant,19,larvae,0.0027,"parameter, validation","egg and larval
 development",function,growth
Meyer 2012,"the overwintering of antarctic krill, euphausia superba, from an ecophysiological perspective",observation,years,autumn,2004-2009,"Western Antarctic Peninsula, Lazarev Sea",DW (mg):Length (mm),exponential regression (Y=aX^b),exponent,24,larvae,1.93,"parameter, validation","egg and larval
 development",function,growth
Meyer 2012,"the overwintering of antarctic krill, euphausia superba, from an ecophysiological perspective",observation,years,autumn,2004-2009,"Western Antarctic Peninsula, Lazarev Sea",DW (mg):Length (mm),exponential regression (Y=aX^b),constant,24,larvae,0.0123,"parameter, validation","egg and larval
 development",function,growth
Meyer 2012,"the overwintering of antarctic krill, euphausia superba, from an ecophysiological perspective",observation,years,winter,2004-2009,"Western Antarctic Peninsula, Lazarev Sea",DW (mg):Length (mm),exponential regression (Y=aX^b),exponent,14,larvae,2.84,"parameter, validation","egg and larval
 development",function,growth
Meyer 2012,"the overwintering of antarctic krill, euphausia superba, from an ecophysiological perspective",observation,years,winter,2004-2009,"Western Antarctic Peninsula, Lazarev Sea",DW (mg):Length (mm),exponential regression (Y=aX^b),constant,14,larvae,0.0013,"parameter, validation","egg and larval
 development",function,growth
Meyer 2012,"the overwintering of antarctic krill, euphausia superba, from an ecophysiological perspective",observation,years,"summer, autumn, winter",1999-2004,"Western Antarctic Peninsula, Lazarev Sea",Daily ration (% of body C d^-1) on food (ug L^-1),linear regression (Y = a + bX),slope,NA,larvae,0.071,"parameter, validation","egg and larval
 development",function,growth
Meyer 2012,"the overwintering of antarctic krill, euphausia superba, from an ecophysiological perspective",observation,years,"summer, autumn, winter",1999-2004,"Western Antarctic Peninsula, Lazarev Sea",Daily ration (% of body C d^-1) on food (ug L^-1),linear regression (Y = a + bX),intercept,NA,larvae,0,"parameter, validation","egg and larval
 development",function,growth
Meyer 2012,"the overwintering of antarctic krill, euphausia superba, from an ecophysiological perspective",observation,years,"autumn, winter",1991-2009,"Western Antarctic Peninsula, Lazarev Sea",Growth (% IMP^-1) on food (Chla ug L^-1),nonlinear regression Y = a X/(b + X),a,25,larvae,18,"parameter, validation","egg and larval
 development",function,growth
Meyer 2012,"the overwintering of antarctic krill, euphausia superba, from an ecophysiological perspective",observation,years,"autumn, winter",1991-2009,"Western Antarctic Peninsula, Lazarev Sea",Growth (% IMP^-1) on food (Chla ug L^-1),nonlinear regression Y = a X/(b + X),b,25,larvae,3.01,"parameter, validation","egg and larval
 development",function,growth
Ashjian et al. (2008),"distribution of larval krill and zooplankton in association with hydrography in marguerite bay, antarctic peninsula, in austral fall and winter 2001 described using the video plankton recorder",observation,months,autumn,2001,"Marguerite Bay, Antarctic Peninsula",mean depth of larval euphausiids,Video Plankton Recorder,m,114,NA,87.3,"parameter, validation","egg and larval
 development",state_var,vertical_position
Ashjian et al. (2008),"distribution of larval krill and zooplankton in association with hydrography in marguerite bay, antarctic peninsula, in austral fall and winter 2001 described using the video plankton recorder",observation,months,winter,2001,"Marguerite Bay, Antarctic Peninsula",mean depth of larval euphausiids,Video Plankton Recorder,m,48,NA,90.9,"parameter, validation","egg and larval
 development",state_var,vertical_position
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III regression dry mass to body length,200um mesh net,NA,20,larvae,"log10(DM) = 8.8 * log10(length, mm) - 3.6",parameter,"egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I regression dry mass to body length,200um mesh net,NA,17,larvae,"log10(DM) = 5.9 * log10(length, mm) - 2.1",parameter,"egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II regression dry mass to body length,200um mesh net,NA,6,larvae,"log10(DM) = 11 * log10(length, mm) - 6.8",parameter,"egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III C content,200um mesh net,% DW,20,larvae,35.6,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III N content,200um mesh net,% DW,20,larvae,8.7,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III N:C content,200um mesh net,% DW,20,larvae,4.1,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III lipid content,200um mesh net,% DW,10,larvae,19.7,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III protein content,200um mesh net,% DW,10,larvae,34.4,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III carbohydrates content,200um mesh net,% DW,10,larvae,6.9,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I C content,200um mesh net,% DW,17,larvae,37.5,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I N content,200um mesh net,% DW,17,larvae,8.9,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I N:C content,200um mesh net,% DW,17,larvae,4.2,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I lipid content,200um mesh net,% DW,10,larvae,16.1,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I protein content,200um mesh net,% DW,10,larvae,34.2,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I carbohydrates content,200um mesh net,% DW,10,larvae,3.8,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II C content,200um mesh net,% DW,6,larvae,38.6,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II N content,200um mesh net,% DW,6,larvae,8.6,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II N:C content,200um mesh net,% DW,6,larvae,4.6,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II lipid content,200um mesh net,% DW,5,larvae,13.8,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II protein content,200um mesh net,% DW,5,larvae,24.8,"parameter, validation","egg and larval
 development",state_var,tissues
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II carbohydrates content,200um mesh net,% DW,5,larvae,3,"parameter, validation","egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Antarctic Peninsula,development time calyptotis I Bransfield Strait,Bongo net/Nansen net,days,14,larvae,11.5,"parameter, validation","egg and larval
 development",function,growth
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Antarctic Peninsula,development time calyptotis II Bransfield Strait,Bongo net/Nansen net,days,18,larvae,10.5,"parameter, validation","egg and larval
 development",function,growth
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Antarctic Peninsula,development time furcilia II Bransfield Strait,Bongo net/Nansen net,days,4,larvae,26.7,"parameter, validation","egg and larval
 development",function,growth
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Antarctic Peninsula,development time calyptotis II Gerlache Strait,NA,days,10,larvae,4.9,"parameter, validation","egg and larval
 development",function,growth
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Antarctic Peninsula,development time furcilia II Gerlache Strait,NA,days,9,larvae,8.7,"parameter, validation","egg and larval
 development",function,growth
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Antarctic Peninsula,regression development time for stage Gerlache Strait,NA,NA,NA,larvae,JulDays = 17.69 * exp(0.23 * stage),parameter,"egg and larval
 development",function,growth
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,mean weight calyptotis I,NA,ug C,NA,larvae,32.2,validation,"egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,mean weight calyptotis II,NA,ug C,NA,larvae,62.3,validation,"egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,mean weight calyptotis III,NA,ug C,NA,larvae,145.7,validation,"egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,mean weight furcilia I,NA,ug C,NA,larvae,254.4,validation,"egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,mean weight furcilia II,NA,ug C,NA,larvae,332.4,validation,"egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,mean weight furcilia III,NA,ug C,NA,larvae,419.1,validation,"egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,mean weight furcilia IV,NA,ug C,NA,larvae,507.9,validation,"egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,intermoult period calyptotis I,NA,days,NA,larvae,5.76,"parameter, validation","egg and larval
 development",function,maintenance _moulting
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,intermoult period calyptotis II,NA,days,NA,larvae,7.25,"parameter, validation","egg and larval
 development",function,maintenance _moulting
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,intermoult period calyptotis III,NA,days,NA,larvae,9.12,"parameter, validation","egg and larval
 development",function,maintenance _moulting
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,intermoult period furcilia I,NA,days,NA,larvae,11.48,"parameter, validation","egg and larval
 development",function,maintenance _moulting
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,intermoult period furcilia II,NA,days,NA,larvae,14.45,"parameter, validation","egg and larval
 development",function,maintenance _moulting
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,intermoult period furcilia III,NA,days,NA,larvae,18.18,"parameter, validation","egg and larval
 development",function,maintenance _moulting
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,intermoult period furcilia IV,NA,days,NA,larvae,22.89,"parameter, validation","egg and larval
 development",function,maintenance _moulting
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,growth calyptotis I,NA,ug C d-1,NA,larvae,3.05,"parameter, validation","egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,growth calyptotis II,NA,ug C d-1,NA,larvae,5.89,"parameter, validation","egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,growth calyptotis III,NA,ug C d-1,NA,larvae,13.61,"parameter, validation","egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,growth furcilia I,NA,ug C d-1,NA,larvae,8.12,"parameter, validation","egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,growth furcilia II,NA,ug C d-1,NA,larvae,4.35,"parameter, validation","egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,growth furcilia III,NA,ug C d-1,NA,larvae,6.08,"parameter, validation","egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,growth furcilia IV,NA,ug C d-1,NA,larvae,2.93,"parameter, validation","egg and larval
 development",state_var,tissues
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,metabolism calyptotis I,NA,ug C d-1,NA,larvae,1.38,"parameter, validation","egg and larval
 development",function,maintenance _respiration
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,metabolism calyptotis II,NA,ug C d-1,NA,larvae,2.42,"parameter, validation","egg and larval
 development",function,maintenance _respiration
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,metabolism calyptotis III,NA,ug C d-1,NA,larvae,4.55,"parameter, validation","egg and larval
 development",function,maintenance _respiration
