author,title,study_type,study_duration,season,study_years,location,parameter_name,parameter_origin,parameter_unit,sample_size,parameter_lifestage,parameter_value,informationCategory,submechanism,type,name
"Groeneveld, J. et al. (2015)",how biological clocks and changing environmental conditions determine local population growth and species distribution in antarctic krill (euphausia superba): a conceptual model,model,years,NA,NA,NA,metabolicSwitchingDayLength,mechanistic model,hours,NA,"larvae, juveniles, adults",12,parameter,overwintering,function,maintenance _respiration
"Groeneveld, J. et al. (2015)",how biological clocks and changing environmental conditions determine local population growth and species distribution in antarctic krill (euphausia superba): a conceptual model,model,years,NA,NA,NA,halfSaturationFoodDensity,mechanistic model,NA,NA,"larvae, juveniles, adults",1,parameter,overwintering,function,ingestion
"Groeneveld, J. et al. (2015)",how biological clocks and changing environmental conditions determine local population growth and species distribution in antarctic krill (euphausia superba): a conceptual model,model,years,NA,NA,NA,dailyBertalanffyGrowthRate,mechanistic model,mm d-1,NA,"larvae, juveniles, adults",0.03,parameter,overwintering,state_var,tissue_reserves_carbs
"Groeneveld, J. et al. (2015)",how biological clocks and changing environmental conditions determine local population growth and species distribution in antarctic krill (euphausia superba): a conceptual model,model,years,NA,NA,NA,dailyBertalanffyGrowthRate,mechanistic model,mm d-1,NA,"larvae, juveniles, adults",0.03,parameter,overwintering,state_var,tissue_reserves_proteins
"Groeneveld, J. et al. (2015)",how biological clocks and changing environmental conditions determine local population growth and species distribution in antarctic krill (euphausia superba): a conceptual model,model,years,NA,NA,NA,dailyBertalanffyGrowthRate,mechanistic model,mm d-1,NA,"larvae, juveniles, adults",0.03,parameter,overwintering,state_var,tissue_reserves_lipids
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,lengthToWetWeightWW0,reference,mm mgWW-1,615,"larvae, juveniles, adults",0.0072,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,lengthToWetWeightWW0,reference,mm mgWW-1,615,"larvae, juveniles, adults",0.0072,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,lengthToWetWeightWW0,reference,mm mgWW-1,615,"larvae, juveniles, adults",0.0072,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,wetWeightToDryWeightConversionConstant,reference,mgDW mgWW-1,NA,"larvae, juveniles, adults",0.216,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,wetWeightToDryWeightConversionConstant,reference,mgDW mgWW-1,NA,"larvae, juveniles, adults",0.216,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,wetWeightToDryWeightConversionConstant,reference,mgDW mgWW-1,NA,"larvae, juveniles, adults",0.216,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToCarbonWeightDW0,reference,NA,23,"larvae, juveniles, adults",0.366,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToCarbonWeightDW0,reference,NA,23,"larvae, juveniles, adults",0.366,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToCarbonWeightDW0,reference,NA,23,"larvae, juveniles, adults",0.366,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToCarbonWeightExponent,reference,mgC mgDW-1,23,"larvae, juveniles, adults",1.037,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToCarbonWeightExponent,reference,mgC mgDW-1,23,"larvae, juveniles, adults",1.037,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToCarbonWeightExponent,reference,mgC mgDW-1,23,"larvae, juveniles, adults",1.037,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToRespirationRateRR0,reference,muL h-1 mgDW-1,NA,"larvae, juveniles, adults",0.847,"parameter, validation",overwintering,function,maintenance _respiration
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToRespirationRateExponent,reference,NA,NA,"larvae, juveniles, adults",0.85,"parameter, validation",overwintering,function,maintenance _respiration
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,seaIceAlgaeForagingFraction,NA,NA,NA,"larvae, juveniles, adults",0.05,parameter,overwintering,function,ingestion
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,seaIceAlgaeForagingFraction,NA,NA,NA,"larvae, juveniles, adults",0.05,parameter,overwintering,function,assimilation
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,assimilationEfficiency,reference,mgCW mgC-1,NA,"larvae, juveniles, adults",0.8,parameter,overwintering,function,assimilation
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,assimilationEfficiency,reference,mgCW mgC-1,NA,"larvae, juveniles, adults",0.8,parameter,overwintering,function,assimilation
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,assimilationEfficiency,reference,mgCW mgC-1,NA,"larvae, juveniles, adults",0.8,parameter,overwintering,function,assimilation
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,oxygenToCarbonConversion,reference,mgC mlO2-1,NA,"larvae, juveniles, adults",0.5357,parameter,overwintering,function,maintenance _respiration
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,feedingActivityFactor,reference,NA,NA,"larvae, juveniles, adults",0-1,parameter,overwintering,function,ingestion
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,seasonalActivityFactorSummer,reference,NA,NA,"larvae, juveniles, adults",0,parameter,overwintering,function,maintenance _respiration
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,seasonalActivityFactorSummer,reference,NA,NA,"larvae, juveniles, adults",0,parameter,overwintering,function,ingestion
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,seasonalActivityFactorWinter,reference,NA,NA,"larvae, juveniles, adults",-0.5,parameter,overwintering,function,maintenance _respiration
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,seasonalActivityFactorWinter,reference,NA,NA,"larvae, juveniles, adults",-0.5,parameter,overwintering,function,ingestion
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,seasonalActivityFactorTransition,reference,NA,NA,"larvae, juveniles, adults",-0.5-0,parameter,overwintering,function,maintenance _respiration
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,seasonalActivityFactorTransition,reference,NA,NA,"larvae, juveniles, adults",-0.5-0,parameter,overwintering,function,ingestion
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,lengthToWetWeightLExponent,reference,NA,615,"larvae,juveniles, adults",3.021,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,lengthToWetWeightLExponent,reference,NA,615,"larvae,juveniles, adults",3.021,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,lengthToWetWeightLExponent,reference,NA,615,"larvae,juveniles, adults",3.021,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,Lazarev Sea,fatty acid 16:4(n-1) (diatom indicating FA),measurement,µg / [mg dry mass],NA,NA,0.2,"parameter, validation",overwintering,function,ingestion
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,Lazarev Sea,fatty acid 16:4(n-1) (diatom indicating FA),measurement,µg / [mg dry mass],NA,NA,0.2,"parameter, validation",overwintering,function,assimilation
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,Bransfield Strait,fatty acid 16:4(n-1) (diatom indicating FA),measurement,µg / [mg dry mass],NA,NA,0.6,"parameter, validation",overwintering,function,ingestion
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,Bransfield Strait,fatty acid 16:4(n-1) (diatom indicating FA),measurement,µg / [mg dry mass],NA,NA,0.6,"parameter, validation",overwintering,function,assimilation
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,South Georgia,fatty acid 16:4(n-1) (diatom indicating FA),measurement,µg / [mg dry mass],NA,NA,0.4,"parameter, validation",overwintering,function,ingestion
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,South Georgia,fatty acid 16:4(n-1) (diatom indicating FA),measurement,µg / [mg dry mass],NA,NA,0.4,"parameter, validation",overwintering,function,assimilation
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,Lazarev Sea,fatty acid 18:4(n-3) (flagellate indicating FA),measurement,µg / [mg dry mass],NA,NA,1,"parameter, validation",overwintering,function,ingestion
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,Lazarev Sea,fatty acid 18:4(n-3) (flagellate indicating FA),measurement,µg / [mg dry mass],NA,NA,1,"parameter, validation",overwintering,function,assimilation
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,Bransfield Strait,fatty acid 18:4(n-3) (flagellate indicating FA),measurement,µg / [mg dry mass],NA,NA,1.7,"parameter, validation",overwintering,function,ingestion
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,Bransfield Strait,fatty acid 18:4(n-3) (flagellate indicating FA),measurement,µg / [mg dry mass],NA,NA,1.7,"parameter, validation",overwintering,function,assimilation
Schmidt et al. (2014),"Feeding and overwintering of antarctic krill across its major habitats: the role of sea ice cover, water depth, and phytoplankton abundance",hybrid,years,winter,2006,South Georgia,fatty acid 18:4(n-3) (flagellate indicating FA),measurement,µg / [mg dry mass],NA,NA,1.2,"parameter, validation",overwintering,function,ingestion
